GAME_ID,TEAM_ABBREVIATION_HOME,WL_HOME,MIN_HOME,FGA_HOME,FG3A_HOME,FTA_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,TEAM_ABBREVIATION_AWAY,FGA_AWAY,FG3A_AWAY,FTA_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY
28500005,ATL,0,240,92,3,18,44,25,8,5,16,23,WAS,78,2,26,40,21,11,7,17,19
28500008,GOS,0,240,91,4,52,47,17,3,7,28,37,DEN,88,3,43,44,26,11,3,22,40
28500010,DET,1,240,88,1,49,57,23,11,0,22,32,MIL,88,5,45,41,27,10,7,20,32
28500006,SAC,0,240,88,2,41,48,17,5,2,20,34,LAC,80,0,40,42,19,7,7,18,32
28500011,UTH,0,240,82,2,38,34,30,10,9,16,27,HOU,89,0,34,47,23,10,7,19,28
28500007,CHI,1,265,95,4,41,53,29,8,8,20,33,CLE,93,3,32,47,24,8,8,20,34
28500004,NJN,1,265,101,1,31,52,17,14,3,24,30,BOS,84,7,32,43,27,14,5,28,27
28500009,POR,1,265,110,1,38,54,28,17,9,21,33,PHX,102,10,42,54,32,13,7,27,37
28500014,CHI,1,240,87,3,45,46,18,6,11,20,33,DET,91,2,46,47,21,9,7,20,32
28500013,MIL,1,240,85,5,30,42,28,11,3,22,40,ATL,70,2,52,36,14,9,7,27,34
28500016,CLE,0,240,89,7,33,40,20,4,7,11,32,BOS,86,3,45,54,22,3,2,14,24
28500020,IND,1,240,74,0,34,48,27,8,4,27,27,NJN,79,2,45,32,19,10,0,19,28
28500018,DEN,1,240,103,2,31,37,27,17,8,13,22,SAC,83,2,30,50,14,9,8,26,26
28500017,DAL,1,240,83,2,41,42,18,6,4,15,17,SEA,88,5,11,38,30,7,5,18,34
28500019,SAN,0,290,108,2,26,51,32,18,5,20,33,LAL,99,6,27,53,30,8,5,22,28
28500015,LAC,1,290,102,2,47,50,21,12,4,19,32,HOU,122,4,24,58,36,7,3,21,34
28500012,NYK,0,240,92,3,25,29,19,12,5,13,28,PHL,81,3,39,59,20,9,6,23,26
28500021,POR,1,240,89,2,23,41,34,14,6,26,29,GOS,83,3,33,41,24,11,6,29,31
28500030,ATL,1,240,86,3,38,60,21,9,7,12,25,NYK,84,3,36,44,15,8,3,12,26
28500023,GOS,0,240,89,6,28,51,23,3,3,21,25,CHI,92,1,26,46,24,6,5,14,27
28500029,DET,1,240,87,3,56,50,25,7,4,15,34,NJN,98,5,35,59,22,6,4,20,39
28500022,HOU,1,240,82,0,30,44,26,9,6,23,20,SEA,87,6,24,32,21,16,5,20,24
28500026,PHX,0,240,85,1,57,44,30,13,6,39,41,DEN,108,4,54,51,26,20,7,30,39
28500197,CLE,0,240,87,8,29,38,22,10,4,10,27,WAS,79,3,30,42,24,3,7,16,21
28500027,SAN,1,240,89,1,49,57,26,10,6,18,31,UTH,90,0,40,37,27,7,8,18,33
28500025,LAC,1,240,91,1,36,41,35,7,4,14,23,POR,99,6,24,46,33,9,4,18,27
28500024,DAL,0,240,99,4,35,31,29,8,2,12,20,LAL,101,6,18,60,35,6,3,19,32
28500028,MIL,1,240,86,6,20,31,32,8,5,18,29,PHL,93,5,36,49,26,10,4,18,20
28500033,BOS,1,240,84,2,41,48,27,8,9,22,30,MIL,92,7,33,39,21,13,3,20,33
28500034,UTH,1,240,81,0,41,40,20,16,5,17,23,SAN,83,1,24,45,28,8,9,26,31
28500031,NJN,1,315,121,3,46,65,27,14,6,20,36,IND,109,1,50,58,24,9,6,22,35
28500032,PHL,1,265,108,2,41,48,33,8,7,12,31,DET,110,1,28,61,34,6,4,19,36
28500036,GOS,1,240,77,6,42,46,22,8,3,15,21,NYK,93,2,34,51,22,7,6,15,30
28500038,WAS,0,240,91,13,32,36,17,9,9,16,24,CLE,92,0,29,48,28,9,4,22,30
28500040,PHX,0,240,107,2,32,41,24,16,6,27,37,LAL,93,1,46,50,42,12,6,25,30
28500037,SAC,1,240,99,0,33,58,36,6,2,22,25,HOU,105,4,26,51,23,8,2,17,32
28500035,DEN,1,240,82,5,21,41,19,11,4,22,28,SEA,68,4,30,42,13,5,5,28,27
28500039,LAC,1,240,85,0,41,54,26,7,8,20,23,CHI,97,6,28,40,22,10,9,14,28
28500045,BOS,1,240,78,5,39,41,24,5,7,23,23,ATL,90,6,33,39,22,12,2,14,35
28500043,DET,1,240,99,1,44,57,24,7,5,14,22,IND,98,8,30,42,27,9,14,16,38
28500041,UTH,1,240,92,0,44,45,30,17,7,22,32,PHX,81,2,44,45,21,11,5,29,36
28500042,SAN,1,240,97,1,27,49,31,12,6,23,34,DAL,81,3,42,46,20,9,5,22,25
28500044,NJN,1,240,86,0,25,45,28,15,6,21,20,PHL,91,4,23,41,23,13,6,23,20
28500046,GOS,0,240,86,3,27,34,25,6,9,15,28,LAL,84,6,27,36,25,4,3,15,24
28500051,WAS,0,240,82,3,27,44,15,6,6,14,16,BOS,83,2,9,49,24,8,8,14,21
28500048,SEA,1,240,86,3,36,42,30,11,6,19,27,CHI,84,4,34,40,18,4,3,22,30
28500047,HOU,1,240,96,5,25,55,29,5,3,16,14,SAN,107,8,14,42,24,9,4,12,16
28500049,MIL,1,240,96,2,47,59,31,8,7,22,28,NJN,103,1,40,45,27,10,5,18,32
28500050,POR,1,240,91,2,59,58,26,10,3,23,33,UTH,86,1,32,41,25,7,7,30,41
28500053,IND,0,240,102,6,19,47,28,6,2,16,30,DET,86,0,39,43,32,8,2,11,26
28500052,LAC,1,240,67,0,42,48,19,11,7,29,23,NYK,93,5,25,31,21,13,1,13,30
28500055,DAL,1,240,91,6,36,43,25,6,5,16,17,SAC,102,5,13,41,39,8,4,14,29
28500054,ATL,1,265,86,0,37,50,25,5,8,22,31,PHL,102,4,30,48,22,7,2,16,33
28500057,POR,1,240,72,6,45,36,29,7,1,24,26,NYK,76,4,21,30,20,11,3,19,40
28500056,CLE,0,240,90,1,42,47,25,7,7,20,32,MIL,92,5,37,44,26,10,7,15,34
28500061,LAL,0,240,102,8,28,43,26,3,5,15,25,CLE,90,2,38,48,28,9,8,14,27
28500063,SEA,1,240,69,0,35,47,19,7,4,23,28,NYK,67,0,32,28,15,8,5,14,29
28500059,HOU,1,240,97,4,38,54,31,8,6,16,26,POR,88,3,36,40,24,9,7,15,27
28500062,MIL,1,240,94,6,31,46,36,12,5,27,29,SAN,95,6,31,48,20,14,3,33,30
28500940,UTH,1,240,88,0,24,47,31,7,10,15,23,GOS,94,6,29,45,22,5,2,16,18
28500060,DEN,1,240,100,10,36,39,27,11,10,24,34,ATL,81,2,46,50,18,17,1,30,35
28500058,NJN,1,240,91,1,13,38,35,13,6,18,24,WAS,71,6,33,36,23,10,1,26,22
28500067,GOS,1,240,76,0,34,41,26,8,3,15,27,SEA,78,0,33,40,25,5,2,16,30
28500064,DET,1,240,85,1,35,43,26,10,10,25,27,CHI,90,4,27,40,24,8,5,26,29
28500065,WAS,0,240,78,1,20,37,19,9,3,16,18,SAN,80,2,13,42,19,10,3,18,20
28500069,PHX,0,240,86,5,44,46,25,12,1,27,40,ATL,84,3,48,40,17,6,7,21,36
28500066,DAL,0,240,83,1,31,44,30,9,2,17,29,POR,92,2,36,50,18,7,5,16,27
28500068,PHL,1,240,97,1,25,49,27,11,8,13,21,IND,88,4,23,55,23,7,7,24,23
28500070,NYK,0,240,85,2,18,46,23,7,5,24,22,MIL,87,6,19,46,22,15,3,19,23
28500075,HOU,1,240,101,2,26,51,34,9,4,14,23,LAC,99,5,26,40,21,8,3,16,20
28500072,SAC,0,240,85,3,29,42,21,11,3,25,23,CLE,80,3,22,43,14,11,8,26,30
28500074,UTH,0,240,84,1,38,37,23,12,7,14,33,LAL,74,9,49,42,24,5,6,21,31
28500071,DEN,1,240,102,2,34,53,30,14,9,17,28,DAL,104,3,45,60,17,9,1,21,22
28500073,NJN,1,240,89,1,33,51,20,10,7,11,26,CHI,98,10,29,54,16,6,3,20,28
28500077,LAL,1,240,96,6,26,57,44,10,8,23,21,DEN,109,5,23,46,28,12,5,17,20
28500078,BOS,1,240,108,5,36,47,33,15,7,19,25,PHX,88,1,35,53,24,11,3,36,32
28500076,GOS,1,240,91,4,40,47,27,11,5,12,26,ATL,89,2,33,38,25,6,4,18,29
28500080,WAS,0,240,95,5,32,51,29,9,6,25,24,DET,93,1,23,39,31,11,7,21,26
28500081,POR,1,240,70,1,27,32,24,11,4,23,25,SEA,78,3,25,41,21,11,4,23,29
28500079,PHL,0,240,88,5,30,44,23,13,1,18,24,SAN,81,1,26,46,35,13,4,19,28
28500087,NYK,0,240,86,1,8,35,31,10,4,14,27,CHI,73,3,31,40,18,6,6,19,15
28500089,DET,0,240,96,1,40,38,26,7,1,15,32,BOS,81,4,42,52,32,3,8,22,30
28500086,SAC,1,240,71,1,45,40,20,3,3,21,30,SEA,73,0,42,34,17,12,5,18,40
28500088,UTH,1,240,86,0,43,48,32,9,8,19,22,CLE,96,9,27,49,23,10,4,19,33
28500082,IND,1,240,95,2,33,55,33,14,6,17,34,PHX,89,1,42,47,22,10,3,22,30
28500085,LAC,0,240,88,2,41,51,14,8,10,16,25,ATL,91,3,29,55,26,5,6,22,31
28500083,NJN,1,240,83,2,40,46,22,7,11,30,36,MIL,89,7,42,32,16,13,4,18,32
28500084,DAL,0,240,92,6,40,44,23,17,3,19,26,HOU,85,2,25,43,29,11,7,25,33
28500091,GOS,1,240,82,4,32,37,29,7,3,16,26,SAC,92,4,28,46,23,10,1,19,30
28500090,POR,1,240,85,3,43,38,22,9,4,9,25,CLE,75,5,33,44,22,3,7,22,37
28500092,PHL,1,240,89,1,37,49,28,16,5,23,21,MIL,91,7,26,52,23,8,2,29,33
28500094,SAN,1,240,72,1,49,38,23,12,6,22,28,NJN,85,5,25,39,22,6,3,26,33
28500099,LAL,1,240,80,6,43,35,22,5,5,17,27,UTH,76,3,27,25,36,6,3,19,32
28500097,GOS,1,240,102,2,18,45,33,9,7,16,24,LAC,89,2,34,39,24,8,3,16,22
28500098,NYK,1,240,88,2,29,39,27,13,4,17,30,PHX,75,7,34,44,22,7,5,28,30
28500101,SEA,1,240,84,1,39,50,23,6,9,18,30,DAL,101,12,29,50,23,5,1,15,26
28500093,CHI,0,240,88,5,36,46,24,2,6,18,27,MIL,97,3,32,44,23,8,5,8,29
28500096,HOU,1,240,97,3,52,50,29,6,6,15,25,DEN,96,10,37,48,23,6,8,18,37
28500100,POR,1,240,90,0,52,48,33,11,9,14,33,SAC,91,2,34,50,29,7,5,20,31
28500095,DET,1,265,105,2,27,55,29,9,6,15,31,WAS,108,3,35,56,26,7,4,17,30
28500103,ATL,1,240,79,1,32,44,28,10,5,23,24,PHX,92,5,23,46,17,6,4,24,26
28500104,BOS,1,240,102,5,30,49,28,10,3,17,24,IND,97,2,23,45,24,10,4,20,29
28500106,MIL,1,240,99,4,33,51,35,14,8,16,25,DET,100,1,37,38,26,11,3,18,26
28500105,UTH,0,240,96,1,37,57,19,6,5,24,29,DAL,90,5,29,44,22,10,6,18,25
28500102,LAC,0,240,75,0,24,38,18,5,8,20,19,SEA,81,0,25,46,20,9,4,20,26
28500107,PHL,1,240,89,2,34,48,26,6,9,10,20,CHI,89,4,17,40,34,1,4,11,25
28500111,LAL,1,240,87,3,41,48,27,10,7,16,23,POR,84,5,29,36,25,10,4,17,32
28500109,HOU,1,240,92,4,36,55,23,10,6,19,20,NJN,104,3,20,53,26,10,2,18,23
28500110,SAC,1,240,93,1,28,54,27,3,1,15,27,GOS,91,5,33,44,16,4,3,10,27
28500108,DEN,1,240,92,3,26,49,23,11,12,24,24,SAN,85,4,32,38,28,10,5,21,21
28500112,IND,0,240,97,4,25,51,26,10,2,12,22,CLE,90,6,28,45,29,9,8,15,24
28500113,BOS,1,240,100,2,22,44,34,10,8,12,18,WAS,97,9,24,51,27,5,5,12,23
28500117,ATL,1,240,86,1,42,40,22,10,6,17,24,DET,92,6,31,47,27,10,1,24,29
28500116,UTH,1,240,94,0,44,48,32,11,14,19,22,POR,95,4,23,38,25,10,5,19,31
28500114,MIL,1,240,97,1,27,46,32,12,3,11,24,CHI,83,6,27,41,26,4,3,22,23
28500002,PHX,1,240,74,2,49,53,33,9,5,18,23,SEA,99,12,18,39,25,6,5,16,33
28500115,DAL,1,240,87,3,21,45,34,6,4,17,21,NJN,89,4,24,45,22,3,1,14,23
28500118,LAC,0,240,97,4,30,37,22,6,7,18,24,LAL,92,6,34,53,40,8,4,20,24
28500122,GOS,1,240,90,5,37,51,22,10,7,13,21,PHX,92,5,26,51,24,4,6,17,28
28500119,NYK,1,240,89,2,33,55,22,4,4,18,29,ATL,74,5,38,39,19,9,8,17,31
28500123,HOU,1,240,89,2,29,52,27,5,7,17,27,DAL,91,7,29,29,34,2,1,12,24
28500120,SAC,0,240,84,2,27,45,27,10,4,18,29,UTH,78,0,33,42,22,10,8,19,23
28500127,DEN,1,240,109,2,10,42,32,8,4,14,22,LAC,91,1,23,49,19,8,9,21,17
28500121,IND,1,240,100,0,19,47,32,9,3,12,21,BOS,82,3,20,40,31,6,3,18,21
28500124,CHI,0,265,85,8,50,39,29,3,2,18,37,CLE,87,2,54,38,19,9,6,14,39
28500126,SAN,1,265,92,5,25,47,25,10,6,18,26,SEA,89,5,30,52,19,10,4,19,29
28500125,WAS,1,240,88,3,24,47,20,5,8,16,27,PHL,86,7,32,36,20,7,4,15,20
28500128,LAL,1,240,90,7,32,41,38,11,6,22,31,NJN,91,3,33,35,28,13,3,22,27
28500129,POR,0,240,82,7,39,37,19,10,3,17,29,MIL,88,5,30,44,27,10,5,21,31
28500136,NYK,1,240,72,0,40,41,21,7,4,17,29,WAS,92,5,28,49,19,6,9,15,33
28500135,CHI,1,240,89,2,25,46,31,3,5,10,29,IND,93,3,35,38,26,5,6,10,22
28500130,POR,0,240,73,2,36,32,21,9,6,25,28,NJN,88,3,26,41,32,11,3,24,30
28500131,CLE,0,240,81,2,33,49,24,11,8,24,19,GOS,92,1,18,37,31,15,8,18,25
28500134,SAN,0,240,82,4,29,36,29,10,2,17,28,SAC,76,2,36,39,26,6,7,23,28
28500133,DEN,1,240,102,4,38,52,24,9,6,11,27,HOU,102,5,32,53,14,7,6,18,28
28500132,DAL,1,240,83,1,47,38,17,9,3,14,19,PHX,95,6,29,48,35,6,3,14,35
28500143,LAL,1,240,99,5,25,48,39,10,6,18,23,LAC,94,0,28,46,26,13,8,18,23
28500141,ATL,1,240,99,0,30,50,25,12,4,12,26,CHI,92,3,26,49,17,5,3,22,30
28500137,DET,1,240,75,0,30,39,23,6,6,15,21,NYK,88,0,25,40,20,10,3,18,27
28500144,WAS,1,240,90,1,22,51,23,7,8,21,26,CLE,87,3,26,33,22,9,5,16,22
28500142,SEA,0,240,96,8,36,38,26,6,2,13,26,MIL,89,3,32,51,32,4,2,18,29
28500145,HOU,1,240,90,2,29,48,39,10,15,20,23,IND,100,1,21,41,21,9,0,19,23
28500140,PHX,1,240,78,1,46,42,30,8,4,19,30,SAN,86,3,37,40,28,7,2,17,31
28500139,BOS,1,265,97,4,34,54,24,8,5,16,20,UTH,94,1,22,49,27,10,6,15,27
28500138,PHL,1,240,85,0,34,43,31,11,9,18,24,GOS,86,2,31,37,27,7,2,16,24
28500146,SAC,0,240,81,2,33,41,24,5,9,23,22,MIL,95,2,21,41,37,10,8,15,26
28500147,DEN,1,240,100,7,31,32,23,11,5,10,19,LAL,97,4,16,51,33,2,7,28,27
28500148,LAC,0,240,73,0,35,35,29,8,7,20,26,POR,93,1,30,47,25,11,3,16,23
28500149,DET,1,240,111,2,18,64,33,10,2,16,19,GOS,96,5,27,50,16,6,8,18,14
28500155,WAS,1,240,86,0,39,52,15,10,8,16,26,NYK,84,2,29,42,11,7,8,19,25
28500152,SEA,1,240,80,4,34,35,33,12,5,28,32,HOU,86,3,37,36,29,8,4,27,28
28500154,PHX,0,240,76,4,32,47,28,5,2,25,26,NJN,81,5,25,32,27,13,6,16,27
28500153,CLE,0,240,95,3,31,43,30,6,7,17,29,UTH,87,1,36,42,30,9,9,16,25
28500150,SAN,1,240,91,2,27,51,31,15,11,20,20,IND,90,1,15,40,20,13,4,23,27
28500151,BOS,1,240,90,1,29,48,29,6,6,19,22,PHL,85,4,27,32,22,8,2,18,24
28500161,ATL,0,240,92,4,19,39,26,11,5,18,28,UTH,83,0,29,44,24,12,5,18,16
28500156,NYK,0,240,85,1,17,28,28,4,3,13,25,BOS,86,6,35,46,27,7,4,15,21
28500159,CHI,1,240,90,2,22,48,27,8,2,22,25,GOS,95,5,21,33,14,12,5,13,19
28500162,POR,0,240,92,4,39,41,17,11,1,14,29,LAL,85,2,47,46,30,6,3,14,30
28500328,DEN,1,240,95,2,44,53,25,7,8,16,23,SAC,99,1,27,46,21,6,6,15,32
28500160,LAC,1,240,80,1,53,56,22,10,6,27,27,MIL,90,6,29,36,27,12,6,20,40
28500157,DAL,1,240,91,5,34,44,29,8,2,12,23,IND,78,1,35,39,31,4,7,18,28
28500158,PHL,0,240,75,2,39,36,29,6,6,20,20,DET,90,1,18,32,36,10,0,16,30
28500163,LAL,1,240,92,5,29,48,27,6,7,14,20,SAN,90,2,14,29,35,8,1,16,27
28500164,WAS,1,240,83,1,27,40,30,8,4,19,18,CHI,79,2,27,27,14,9,2,16,26
28500165,SEA,1,240,97,0,17,51,35,13,8,18,19,DEN,84,8,18,35,23,6,7,19,21
28500167,POR,1,240,77,0,52,37,20,10,1,18,28,HOU,91,4,36,43,19,7,6,18,36
28500166,CLE,1,240,88,1,34,49,20,7,3,11,20,ATL,81,1,23,41,24,8,5,16,30
28500168,SAC,0,240,102,5,47,37,22,11,5,16,24,NJN,77,1,25,49,31,6,9,31,32
28500003,PHX,0,265,89,5,55,42,40,7,5,25,38,MIL,98,7,53,41,26,13,9,17,43
28500169,IND,0,240,83,1,13,41,29,8,5,22,25,UTH,83,0,25,34,24,10,5,17,18
28500175,ATL,1,240,77,2,26,43,23,3,5,20,30,NYK,76,4,25,33,19,6,4,17,29
28500177,DET,1,240,103,2,21,53,34,13,9,17,15,CLE,97,2,9,49,28,8,11,24,24
28500171,SEA,1,240,89,2,22,45,36,12,6,18,25,LAC,84,3,35,33,23,9,1,18,20
28500173,HOU,1,240,97,0,27,58,35,6,9,23,25,GOS,102,5,32,40,27,11,5,17,22
28500170,SAC,1,240,79,2,39,40,29,6,6,16,26,PHX,90,1,18,33,25,8,3,13,26
28500176,DEN,0,240,90,8,39,40,23,8,3,21,26,CHI,93,3,35,50,19,11,6,23,32
28500174,DAL,1,240,79,3,27,43,28,4,3,16,19,WAS,84,6,17,38,32,5,3,13,20
28500172,PHL,0,240,87,5,19,37,24,13,4,15,16,BOS,81,1,11,48,25,7,5,24,22
28500184,BOS,1,240,87,1,46,43,26,7,6,15,23,DET,96,3,27,34,24,7,3,14,32
28500179,GOS,1,240,96,3,25,51,22,10,2,17,16,DEN,97,1,19,48,27,9,5,18,20
28500183,PHX,0,240,76,3,27,39,29,12,5,30,38,POR,81,2,47,34,25,9,4,19,24
28500180,MIL,1,240,80,2,27,39,34,12,6,22,20,ATL,85,8,31,33,22,10,3,17,24
28500182,SAN,1,240,90,0,31,51,23,10,7,24,28,WAS,93,9,28,45,25,10,9,19,28
28500185,UTH,1,240,80,0,37,41,29,10,12,18,17,CHI,89,11,21,43,16,8,6,25,31
28500178,IND,0,240,76,3,18,46,19,8,6,23,20,NYK,79,1,19,41,17,8,5,16,21
28500181,LAC,0,265,124,1,29,49,35,15,6,15,32,HOU,93,4,48,54,27,10,12,26,27
28500186,NJN,0,240,79,6,28,39,19,6,4,21,26,PHL,94,2,28,46,22,13,2,15,22
28500189,LAL,1,240,82,2,26,43,33,10,1,19,20,SEA,87,6,22,37,25,14,3,11,22
28500188,BOS,1,240,83,2,30,52,23,11,13,18,19,NYK,92,3,19,41,16,4,4,14,24
28500190,DET,1,240,91,3,37,53,25,8,4,21,31,MIL,94,12,34,44,20,8,12,14,28
28500194,PHX,1,240,80,1,42,41,32,7,10,15,24,HOU,98,6,29,46,20,8,8,18,31
28500196,POR,1,240,86,1,37,44,26,9,8,16,20,CHI,94,0,27,47,27,9,6,20,27
28500191,UTH,0,240,86,1,32,34,31,18,12,21,28,DEN,88,1,33,44,33,11,10,26,25
28500198,SAN,1,240,90,0,24,53,38,11,8,20,24,LAC,110,7,27,43,29,10,4,18,20
28500195,NJN,1,240,76,1,41,44,20,11,9,23,27,ATL,83,0,25,34,15,7,3,21,30
28500193,DAL,1,240,89,4,34,44,41,8,6,18,24,SAC,97,1,25,38,30,9,5,17,29
28500192,IND,0,240,77,2,21,39,28,7,4,19,26,PHL,92,2,29,46,28,7,6,14,24
28500200,ATL,0,240,77,1,29,40,16,10,6,18,17,BOS,86,3,19,39,29,14,7,13,22
28500203,GOS,0,240,101,3,24,54,12,14,4,24,26,UTH,83,1,24,49,16,12,16,25,22
28500205,WAS,1,240,98,4,31,49,34,9,10,14,21,DET,101,6,24,42,36,9,8,14,22
28500201,HOU,1,240,87,1,50,41,29,7,5,13,24,SAC,86,1,33,37,28,9,3,16,37
28500207,MIL,1,240,82,4,30,41,29,5,6,14,21,IND,81,1,21,41,27,6,5,18,26
28500202,CLE,1,240,92,3,21,47,33,5,6,10,25,NJN,95,4,34,46,18,4,2,11,20
28500208,DAL,1,240,95,2,31,46,26,8,4,14,21,LAC,103,3,28,53,25,9,5,14,23
28500206,DEN,0,290,94,8,53,49,20,7,5,15,35,SEA,104,7,36,59,21,10,7,16,42
28500199,NYK,0,240,85,2,21,42,21,12,4,21,29,PHL,82,2,31,38,29,11,5,19,20
28500210,LAL,1,240,91,4,32,47,35,6,2,13,20,CHI,87,3,20,34,30,6,4,16,31
28500209,POR,0,240,89,6,36,45,25,9,2,18,24,SAN,90,1,28,42,37,13,3,18,28
28500211,UTH,1,240,95,1,31,46,30,7,8,18,19,GOS,80,7,21,49,22,9,8,26,25
28500216,GOS,0,240,92,4,23,36,21,6,3,15,17,DAL,85,1,22,45,26,5,5,17,20
28500218,NYK,1,240,83,1,26,46,27,6,6,19,29,DEN,86,5,29,41,24,8,2,17,27
28500220,WAS,1,240,95,0,22,48,33,8,14,17,25,POR,92,3,34,42,26,9,6,15,20
28500219,HOU,1,240,112,1,30,51,36,11,10,8,17,PHX,94,4,27,55,28,4,8,19,20
28500213,SEA,1,240,74,2,42,38,36,8,3,21,30,SAN,81,3,28,30,28,17,1,21,31
28500212,MIL,0,240,83,7,28,36,25,11,7,20,21,BOS,85,1,19,34,31,8,7,16,24
28500217,CLE,0,240,83,5,31,36,23,9,7,16,25,IND,84,0,24,59,27,8,4,21,27
28500215,SAC,1,240,82,1,42,42,31,6,2,20,27,CHI,94,10,37,38,18,8,4,12,33
28500214,DET,0,240,97,2,21,37,29,15,7,16,23,PHL,100,2,28,56,27,10,10,21,22
28500227,ATL,1,240,88,1,28,43,20,20,3,22,26,POR,76,4,29,40,10,12,6,29,26
28500222,PHX,1,240,79,0,33,41,24,11,1,19,22,CHI,85,4,28,40,18,6,9,18,24
28500223,LAC,1,240,84,2,45,49,36,10,11,21,24,SAC,95,0,22,35,36,4,2,20,31
28500226,NJN,0,240,91,4,24,38,23,10,1,21,22,BOS,90,5,22,40,26,13,5,18,25
28500225,IND,0,240,78,3,26,40,20,10,6,29,27,DEN,91,0,29,39,26,15,5,15,22
28500224,UTH,0,265,96,0,47,53,28,6,9,16,30,LAL,103,6,45,53,25,12,3,16,34
28500221,PHL,1,265,103,4,28,63,31,11,5,19,21,WAS,105,3,16,48,26,7,13,15,26
28500228,GOS,1,240,102,0,21,48,27,11,6,8,25,LAC,79,3,34,37,21,5,3,18,15
28500229,NYK,0,240,87,6,22,50,22,6,7,25,30,MIL,76,3,43,38,26,9,5,19,27
28500231,DET,1,240,99,2,31,44,26,15,8,12,24,NJN,86,2,35,47,24,5,6,18,24
28500232,CLE,1,240,75,3,39,42,31,2,3,15,25,SEA,90,2,24,36,26,7,1,11,29
28500230,DAL,0,240,87,6,36,45,26,4,6,19,18,SAN,93,1,25,37,30,11,4,12,28
28500238,LAL,1,240,93,2,27,49,28,7,6,15,22,HOU,102,3,25,48,30,9,4,12,19
28500236,ATL,1,240,78,3,22,38,25,10,4,24,18,MIL,78,4,20,40,18,10,3,25,22
28500237,BOS,0,240,86,11,30,48,25,11,8,26,22,POR,102,3,32,41,31,16,7,13,24
28500240,WAS,1,240,78,2,34,32,20,7,4,20,31,SEA,81,4,34,32,22,8,5,18,29
28500235,PHX,1,240,80,1,27,46,32,16,6,20,23,UTH,95,5,21,39,19,7,2,18,21
28500239,SAN,0,240,90,1,36,38,29,6,6,11,32,CHI,90,2,53,43,25,8,6,10,32
28500233,IND,1,240,77,1,41,51,27,8,8,20,25,NYK,80,1,29,36,14,7,5,16,28
28500234,PHL,0,240,93,6,39,51,28,10,2,23,20,DEN,90,4,24,37,35,11,2,17,24
28500245,DET,0,240,100,4,34,45,25,13,5,16,33,SAC,94,0,47,62,28,9,6,21,29
28500241,HOU,1,240,96,3,24,51,37,9,8,14,19,CHI,78,8,23,28,23,10,5,19,21
28500242,CLE,1,240,92,0,36,60,28,10,6,27,24,DEN,99,13,29,37,23,9,5,20,28
28500244,LAC,0,240,90,1,23,31,23,12,7,18,18,UTH,90,3,24,56,40,13,7,20,20
28500243,NJN,1,240,76,1,38,45,31,14,7,25,29,POR,88,7,36,33,21,14,4,18,33
28500246,DAL,1,240,78,4,34,37,29,8,9,23,28,GOS,86,2,33,37,27,13,3,18,28
28500249,LAL,1,240,102,4,14,47,34,5,2,8,23,DAL,94,3,24,42,34,2,4,12,13
28500248,WAS,1,240,83,3,20,41,27,12,11,20,18,SAC,85,2,16,35,17,7,3,22,17
28500247,SAN,1,240,96,1,19,40,37,12,12,19,24,GOS,90,3,33,41,27,10,6,22,23
28500250,PHL,0,240,80,1,37,47,17,9,12,25,23,SEA,84,2,34,40,25,16,11,19,27
28500258,BOS,1,240,83,3,25,38,32,10,6,22,19,ATL,86,2,27,37,23,13,7,20,22
28500251,NYK,1,240,74,1,29,56,15,11,8,32,27,IND,74,2,32,41,13,14,7,25,27
28500257,HOU,1,240,102,1,22,49,25,14,9,22,26,UTH,84,1,33,40,14,7,4,25,20
28500253,CHI,0,240,85,4,29,36,28,7,4,14,31,SAN,84,2,35,46,26,6,3,19,25
28500254,MIL,1,240,88,4,28,48,30,13,11,19,28,SEA,97,8,33,54,17,8,3,21,28
28500256,POR,1,240,80,1,29,47,25,13,4,31,26,GOS,86,0,25,41,20,12,3,26,23
28500259,CLE,0,240,96,5,40,43,23,5,5,12,27,DET,95,1,31,46,30,6,2,16,27
28500255,NJN,1,240,85,1,27,42,27,14,5,20,24,SAC,78,3,27,37,17,7,0,25,21
28500252,LAC,1,240,92,1,36,42,33,13,7,15,23,DAL,88,4,32,43,24,6,4,21,24
28500264,ATL,1,240,77,1,33,46,22,9,4,19,28,SEA,85,4,32,44,16,9,1,16,23
28500266,BOS,1,240,91,2,25,39,25,12,6,18,16,SAC,87,3,21,43,24,9,4,21,22
28500265,GOS,0,240,87,5,33,42,20,5,3,17,27,PHX,89,1,39,46,25,11,3,15,28
28500941,DET,0,240,98,3,20,54,25,4,4,16,28,WAS,89,0,30,40,25,7,12,10,22
28500262,UTH,1,240,88,3,37,48,29,9,9,19,30,POR,92,0,40,52,24,11,11,17,32
28500263,DEN,1,240,105,1,24,53,38,15,12,13,22,LAC,92,1,33,51,9,8,7,25,18
28500261,IND,1,240,80,0,32,51,32,13,6,26,29,SAN,80,7,38,28,18,11,2,20,28
28500260,PHL,1,240,91,2,45,41,34,19,6,19,31,CLE,83,6,34,46,25,11,3,29,35
